id,title,address,description,category_id,url,lon,lat,time,tag
106,Судейская вышка,"Нижегородская область, Нижегородская канатная дорога","Судейская вышка на канале была построена в 1988 году по проекту Юрия Карцева и Сергея Касаткина для проведения II Всесоюзных юношеских игр по гребному спорту, став одним из самых ярких примеров неоконструктивизма в России. Разные объёмы, многоступенчатость и лестницы, наклонённые под разными углами, символизировали жизнь в спорте, движение вверх от достижения к достижению. С начала 2000-х годов вышка пустовала, была забыта и разрушалась. Впрочем, в последние годы ей дали статус ОКН.
<br>В 2021 году, к 800-летию Нижнего Новгорода, архитектурное бюро «Гора» восстановило вышку в ее первозданном виде. После реставрации в здании открылось кафе и смотровая площадка.
<br>Здание восстановили в оригинальном светло-сером цвете с акцентными синими и красными деталями. На фасаде появился логотип «НН800» в честь юбилея города. В нескольких метрах от здания обустроили столики и деревянный настил со ступенями, на которых можно сидеть. В интерьере вышки появились оригинальные конструктивистские элементы – например, двухцветный окрас стен. <br>",5,,44.041745,56.327454,5.0,ARCHITECTURE
18,Улица Большая Покровская,"Нижний Новгород, Большая Покровская улица","<p>Главная улица Нижнего Новгорода. Ее протяженность 2232 метра, 1236 из которых - пешеходная часть. Большая Покровская расположена в историческом центре города. Она связывает 4 площади: Минина и Пожарского, Театральную, Горького и Лядова. Это одна из самых старых улиц города, по мнению краеведов ей 400 лет. До 1917 года считалась дворянской.
<br>Современная Покровка — туристический центр притяжения. Почти каждое здание улицы имеет свою историческую ценность. В их числе, например, Нижегородский театр драмы, Окружной суд, кинотеатр «Орленок», Государственный банк.
<br>
<br>Долгое время Большая Покровская была улицей, по которой осуществлялось дорожное движение. По ней ездили кареты, телеги и прочий гужевой транспорт. В 1896 году к открытию Всероссийской промышленной и художественной выставки на улице появилась одна из первых трамвайных линий в стране. Также по Покровке проходил первый маршрут троллейбуса. Проезжей улица была до 1980-х годов. Официальный статус пешеходной Большая Покровская приобрела лишь в 2018 году.
<br>
<br>Улица трижды меняла свое название. До 18 века она называлась Большой Никольской из-за своего направления к Никольской башне Нового острога. К концу 18 века улицу назвали Большой Покровской в честь церкви Покрова Пресвятой Богородицы, расположенной на ней. Храм был разрушен в 30-е годы прошлого столетия. После революции улицу переименовали в честь революционера Якова Свердлова. Историческое название Большая Покровская вернулось в 1990-х годах. <br></p>",5,,43.998938,56.320757,60.0,STREETS_SQUARES
44,Спасская колокольня,"Нижний Новгород, Кремль","<p>12 июня 2021 года на месте утраченной святыни в годы советской власти открылась возрожденная колокольня Спасо-Преображенского кафедрального собора в Кремле (собор не сохранился до наших дней, на его месте построен Дом советов). Современное здание воссоздано в историческом облике, отделка фасадов соответствует архитектуре 18 века. Особенность соборной колокольни — часы, размещенные на четырех сторонах. На циферблатах первой пары изображены славянские и арабские цифры, второй — римские. Высота сооружения 51,5 метра. На колокольне действует смотровая площадка, откуда открывается прекрасный вид на Нижегородский кремль и его окрестности.
<br>
<br>На колокольне установлены 15 колоколов общим весом 12 787 килограммов. Главный благовестник звонницы весит 6 200 килограмм. Это дар президента России Владимира Путина к 800-летию Нижнего Новгорода. <br></p>",5,,44.004872,56.328576,15.0,RELIGIOUS_SITES
46,Гимназия №1,"Нижний Новгород, площадь Минина и Пожарского, 5","<p>Гимназия № 1 расположена в здании на площади Минина и Пожарского, 5. С 1814 по 1834 годы оно принадлежало купцу Дмитрию Деулину. Здание сохраняло архитектурное решение 1820-х годов до середины 20 века, в 1952 году было перестроено в стиле советского неоклассицизма, надстроено два этажа. Сейчас в нём располагается гимназия № 1 с углубленным изучением немецкого языка, а также Музей Пушкина.
<br>
<br>В номерах гостиницы, принадлежавшей купцу Деулину, 2-3 сентября 1833 года останавливался Александр Сергеевич Пушкин, будучи в Нижнем Новгороде проездом в Оренбургскую губернию, где он собирался посетить места Пугачевского бунта. <br></p>",5,,44.007658,56.3275,7.0,ARCHITECTURE
30,Сцена Ракушка,"Нижний Новгород, Александровский сад","«Ракушка» — легендарная сцена, достопримечательность Александровского сада. Ее построили в 1960 годах для выступлений Нижегородского симфонического оркестра во время реконструкции парка. Навес над сценой по форме напоминал ракушку, так и появилось народное название. Эстрадная сцена стала центральным местом притяжения горожан и туристов в Александровском саду. На ее сцене выступали артисты Нижегородской филармонии, приезжали оркестры из Москвы, Саратова, Свердловска. Давали концерты знаменитости, в частности, маэстро Ростропович и пианист Эмиль Гилельс. В 90-е годы ракушка прекратила свое существование. Новое рождение сцены состоялось в 2021 году к 800-летию Нижнего Новгорода.",5,,44.013874,56.330679,7.0,ARCHITECTURE
37,Красные казармы,"Нижний Новгород, Нижне-Волжская набережная, 1/1","<p>Архитектурный ансамбль в историческом центре Нижнего Новгорода. Казармы построены дворянами в 1835 −1853 годах для стрелецких войск. Автором проекта стал известный архитектор Иван Ефимов. В ансамбль входят два здания — Восточный и Западный корпуса. Общая площадь участка — 5,6 тысячи квадратных метров. Весь исторический комплекс является объектом культурного наследия Российской Федерации.
<br>
<br>До конца XVII в. стрельцы нижегородского гарнизона жили в городе собственными дворами в особых стрелецких слободах. А с петровских времен служилых людей определяли на постой к жителям города, из-за чего возникало множество конфликтов.
<br>
<br>Чтобы снизить напряженность, на рубеже XVIII-XIX вв. нижегородские дворяне на собственные деньги на территории Нижегородского кремля выстроили для гарнизона два каменных корпуса казарм, но большая часть офицеров и солдат оставалась жить на постое. Именно по этой причине при разработке в 1834 г. проектов переустройства Нижнего Новгорода городское общество обратилось в Министерство внутренних дел с просьбой о возведении за свой счет новых каменных военных казарм. <br></p>",5,,44.001747,56.331541,15.0,ARCHITECTURE
40,Вознесенский Печерский мужской монастырь,"Нижний Новгород, Приволжская слобода, 108Б","<p>Монастырь был основан в 14 веке на берегу Волги, неподалеку от Нижнего Новгорода. В конце 16 века он был разрушен оползнем и впоследствии перенесен в новое место. Богатая история монастыря делает его одной из главных достопримечательностей города и страны — он охраняется на федеральном уровне. Архитектурный ансамбль включает церкви 17 века во главе с Вознесенским собором. На территории монастыря расположена единственная в России сохранившаяся шатровая надвратная церковь в честь святого преподобного Евфимия Суздальского.
<br>
<br>В 1377 году в стенах Печерского Вознесенского монастыря пишется знаменитая Лаврентьевская летопись. «Повесть временных лет» — главный источник сведений о древней истории Руси — была написана монахом Нестором в Киево-Печерской лавре. Но оригинал «Повести временных лет» до нас не дошел, это произведение известно только в списках. И наиболее древний из дошедших до нас вариантов — это список «Повести временных лет» в Лаврентьевской летописи.
<br>
<br>Монах Лаврентий пишет летопись по заказу Нижегородско-Суздальского князя и начинает ее по традиции с цитирования «Повести временных лет». Он переписывает «Повесть временных лет», а дальше продолжает описание, доводя историю до своего времени. В этом смысле Лаврентьевская летопись уникальна, поскольку сохранила самый древний список «Повести временных лет».
<br>
<br>В настоящее время на территории Печерского Вознесенского монастыря создана аллея династии Романовых. <br></p>",5,,44.049798,56.323262,60.0,RELIGIOUS_SITES
48,Кремль Смотровая площадь,"Нижний Новгород, Кремль","<p>Смотровая площадь — излюбленное место отдыха горожан и туристов. С нее открываются великолепные виды на Нижний Новгород и его окрестности: можно любоваться знаменитыми нижегородскими закатами и речными пейзажами, наслаждаться просторами и старинной архитектурой. На территории кремля существует несколько видовых площадок: непосредственно на стенах крепости, на площади у мемориала Вечный огонь, на Ивановском съезде, верхней площадке Губернаторского сада, колокольне Спасо-Преображенского собора и Кремлевском бульваре.
<br>
<br>Со смотровой площадки особенно хорошо видна уникальная особенность нижегородского кремля: крепостная стена спускается вниз по склону горы почти на шесть десятков метров подобно монументальной лестнице. По размаху и смелости инженерного замысла этот участок не имеет себе равных во всех русских кремлях. На нем создателями кремля был использован прием кладки, недопустимый с точки зрения современных строителей — наклонными рядами с учетом рельефа местности. Проверка временем подтвердила верность расчетов итальянских зодчих и псковских каменщиков. <br></p>",5,,44.001157,56.328943,15.0,PARKS_EMBANKMENTS
54,Пакгаузы,"Нижний Новгород, улица Стрелка, 21Ж","<p>Пакгаузы на Стрелке — объекты культурного наследия. Интересна история появления этих металлических конструкций. Они были изготовлены в 1882 году для строительства главного павильона 15 Всероссийской промышленно-художественной выставки в Москве. В целях экономии их решено было использовать повторно на следующей выставке, которая проходила в 1896 году в Нижнем Новгороде. После завершения 16 Всероссийской промышленно-художественной выставки, павильоны долгое время использовались в качестве складских помещений в порту на Стрелке.
<br>
<br>К 1943 году из 4 пакгаузов осталось только два. В поле зрения историков они попали в 2015 году при благоустройстве территории к предстоящему Чемпионату мира по футболу. С этого момента начался этап возрождения этих конструкций. Была проведен исторический анализ сооружений, затем реставрация.
<br>
<br>Сегодня на Стрелке можно наблюдать эти великолепные объекты во всей красе и гордиться тем, что эта часть исторического наследия сохранена.
<br>В настоящее время в одном из пакгаузов открыт концертный зал на 426 мест, а во втором — галерея. Концертный зал в Пакгаузах — уникальный проект в России. Его оригинальная архитектурная черта — стеклянная панорамная стена с видом на Стрелку и историческую часть города. Оснащение выставочного зала соответствует высочайшим стандартам, предъявляемым к музейным пространствам для проведения выставок различного уровня. <br></p>",5,,43.974627,56.335071,15.0,URBAN_ART
60,Трамплин,"Нижний Новгород, кресельный подъёмник","<p>Трамплин К-60 расположен на Верхне-Волжской набережной рядом с площадью Сенной. Построен он был ещё в 1958 году. На момент постройки являлся одним из самых больших во всей Европе спортивных сооружений: он позволял летающим лыжникам преодолевать отметку в «100», и его испробовали многие именитые спортсмены СССР. Торжественное открытие нового объекта после реконструкции состоялось в 2021 году.
<br>
<br>Длина трамплина — 60 метров. Он предназначен для проведения тренировочного процесса и соревнований по прыжкам с трамплина высокого уровня (регионального, всероссийского, международного). Спортивное сооружение также подходит для летней эксплуатации, оно оснащен специальным синтетическим покрытием. <br></p>",5,,44.036983,56.324305,10.0,ARCHITECTURE
65,"Торговый флигель (Большая Покровская, 38)","Нижний Новгород, Большая Покровская улица, 38","Торговый флигель Ольги Каменевой — объект культурного наследия, расположен в пределах исторической территории «Старый Нижний Новгород». Дом в стиле романтического модерна построен в 1914-1916 годах. Одно из немногих строений Нижнего Новгорода сохранившее свой исторический вид. На фасаде здания установлен необычный элемент декора — фигуры грифонов, фантастических крылатых чудовищ. В интерьерах частично сохранились межкомнатные филенчатые двери, а также плиточный пол начала XX века. Торговый флигель вместе с соседним зданием, Домом Белавиных, формируют пространство исторической застройки улицы Большой Покровской. В настоящее время в здании расположена детская областная стоматологическая поликлиника.",5,,43.995847,56.317707,5.0,ARCHITECTURE
92,Палаты Пушникова,"Нижний Новгород, улица Гоголя, 52","Под «Палатами Пушникова» подразумевают две постройки, которые имеют разновременные объемы и соединены между собой – одноэтажное здание, имеющие следующие характеристики – 15 х 13,4 м., построенное в 1697-1700 гг., прилегает к двухэтажному (13,1 х 12,3 м.), которое было возведено в 1701-1710 гг. Юго-западную горницу выделяет особое убранство оконных наличников, внутри можно увидеть сомкнутый свод красивых очертаний. Подвалы из сводов были расположены снизу жилых комнат. Есть необходимо было хранить кожевенные товары, использовали подвал, южная сторона которого была оборудована пандусом. Жилой этаж освещается окнами, заключенные в характерные для 17 века килевидные обрамления, которые строились из специальных кирпичей особой формы.",5,,43.985939,56.323851,7.0,ARCHITECTURE
98,Никольская башня,"Нижний Новгород, Кремль, 11А","Башня названа в честь храма Николая Чудотворца, некогда стоявшего на Большой Покровской улице, на противоположной стороне Зеленского съезда. В башнях Нижегородского кремля, выстроенных по косогору до Почайны размещались хранилища с порохом, а в самом овраге находился завод с ветряной мельницей — Зелейный двор. Несмотря на то, что по своей огневой мощи Никольская башня уступала Дмитриевской, она служила важным опорным пунктом в обороне крепости. Защитники Никольской башни были вооружены тремя медными пищалями, самая крупная из которых — «казанская» — могла вести огонь ядрами массой в 1,8 кг. Как и все проездные башни, Никольская имела ворота с защитной решёткой — герсой — и подъёмный мост.",5,,44.001527,56.325701,7.0,ARCHITECTURE
100,Часовая башня,"Нижний Новгород, Кремль, 1Г","Располагаясь на самой высокой точке крепости, Часовая башня служила главным сторожевым постом и, вероятно, была центром командования крепостным гарнизоном. У нижегородского краеведа Николая Храмцовского можно встретить объяснение названия башни: в XVI веке за счёт государевых средств на сооружении были установлены главные городские часы и набатные колокола, звон которых взывал защитников цитадели к обороне.
<br>Часовой механизм размещался наверху башни, внутри деревянной часовой избы, выполненной в виде пятигранного сруба. В соответствии с суточным счётом Древней Руси, циферблат имел 17 делений, по количеству часов самого продолжительного летнего дня. <br>",5,,43.998954,56.328754,7.0,ARCHITECTURE
105,Церковь Христиан Адвентистов Седьмого Дня,"Нижний Новгород, Комсомольское шоссе, 7","Местная религиозная организация Церковь Христиан-Адвентистов Седьмого Дня «Нижняя» г. Нижнего Новгорода была основана в 1992 году в результате евангельской программы, проведенной проповедником Джоном Картером. Церковь собирается в Христианском Культурном Центре. Церковь «Нижняя» занимается благотворительной деятельностью, проводит в своем помещении концерты христианских исполнителей, библейские курсы, выставки здоровья, молитвенные собрания, музыкальные фестивали, спектакли, молодежные богослужения.",5,,43.90144,56.312345,7.0,RELIGIOUS_SITES
169,Мозаика «Знамёна Революции. Звезда»,"г. Нижний Новгород, станция метро «Кировская»",Автор мозаики — Владимир Логинов. Была создана в 1989 году. Входит в реестр произведений советского монументально-декоративного искусства Нижегородской области,10,,43.876432,56.246674,5.0,URBAN_ART
111,Домик Каширина,"Нижний Новгород, Почтовый съезд, 21","Музей детства А.М. Горького «Домик Каширина» открыт 1 января 1938г. Дом деда Горького, нижегородского мещанина, старшины красильного цеха, гласного нижегородской думы В.В. Каширина, – памятник истории и культуры федерального значения, место, связанное с детскими годами писателя (1871–72); место действия автобиографической повести Горького «Детство», одного из выдающихся произведений мировой литературы XX в., своеобразная энциклопедии русских характеров и национального образа жизни. ",7,,43.990728,56.323937,10.0,ARCHITECTURE
170,Мозаичное панно «Салют»,"г. Нижний Новгород, станция метро «Кировская»",Автор мозаики — Владимир Логинов. Была создана в 1989 году. Входит в реестр произведений советского монументально-декоративного искусства Нижегородской области,10,,43.876432,56.246674,5.0,URBAN_ART
232,Общественно-досуговый центр «Смена»,"Нижний Новгород, Гордеевская ул., 80А","В 1958 году по адресу ул. Гордеевская, 80-а был открыт летний кинотеатр «Смена» на 200 мест. Он сразу же стал популярным среди жителей поселка Гордеевский, которые очень сожалели, что двери любимого ими кинотеатра в холодное время года закрыты. Учитывая пожелания канавинцев, городские власти приняли решение построить котельную и кинотеатр стал круглогодичным. С 1992 года кинотеатр «Смена» стал работать исключительно с детьми и подростками, а в 2000 году получает статус Муниципального учреждения культуры «Детский специализированный кинотеатр». С 2008 года учреждение приобрело имя «МБУК общественно — досуговый центр «Смена», и наряду с кинопоказами там стали проводится дополнительные занятия для детей.",6,,43.93414,56.328892,7.0,ARCHITECTURE
112,Нижегородский государственный художественный музей,"Нижний Новгород, Кремль, 3","Один из старейших региональных музеев России. Его собрание включает коллекции русского, западноевропейского и восточного искусства. Среди более чем 12000 музейных предметов - произведения, имеющие национальное и мировое значение. Музей несколько раз менял адреса. Покинув Дмитриевскую башню, музей расположился в здании Дворянского собрания на ул. Большой Покровской, а затем в особняке купца С. М. Рукавишникова. В 1924 году художественный отдел Нижегородского городского художественного и исторического музея разместился в национализированной усадьбе купца Д. В. Сироткина. Сегодня музей занимает два здания. Экспозиция отечественного искусства представлена во Доме военного губернатора в кремле, экспозиция западноевропейского искусства располагается в доме Дмитрия Сироткина на Верхневолжской набережной.",7,,44.006389,56.329557,10.0,ARCHITECTURE
113,Музей Паровозы России,"Нижний Новгород, Канавинский район","Открытая экспозиционная площадка «Паровозы России» подразделения по сохранению исторического наследия горьковской железной дороги расположена в микрорайоне Сортировочный города Нижнего Новгорода. <br>На открытой площадке «Паровозы России» экспонируются 32 единицы натурной техники узкой и нормальной колеи конца ХIХ – первой половины ХХ века.
<br>Они иллюстрируют развитие инженерной мысли и историю железнодорожного транспорта конца XIX – середины ХХ века.
<br>Среди экспонатов – 15 локомотивов, 13 вагонов, семафор, ручной переводной стрелочный механизм, станционный колокол МПС, реконструкция деревянной пассажирской платформы с пунктом ДПС, оснащенным электрожезловым аппаратом, телефоном, ручными сигнальными средствами. <br>",7,,43.84621,56.2841,10.0,ARCHITECTURE
119,Терминал А,"Нижний Новгород, улица Красная Слобода, 9","Центр современного искусства «Терминал А» — уникальный проект Нижнего Новгорода, зарекомендовавший себя как одна из важнейших точек на культурной карте города.
<br>Пространство является частью комплекса бывшего судостроительного завода XIX века, развивающегося как арт-кластер. Основная деятельность проекта направлена на поддержку и развитие молодого нижегородского искусства.
<br>«Терминал А» проводит форматы открытых мастерских с мастер — классами от художников, артист-толки и тематические экскурсии по выставкам для зрителей показывая «закулисье» создания искусства.",7,,44.028973,56.328646,3.0,ARCHITECTURE
218,Архитектурно-этнографический музей-заповедник «Щелоковский хутор»,"Нижний Новгород, Горбатовская ул., 41","Музей деревянного зодчества был создан в начале семидесятых годов прошлого века. Это частица русской деревни XIX в. с жилыми избами, овинами, амбарами, церквями XVII — XVIII вв., мельницами. Уникальные памятники деревянного зодчества свезены сюда из заволжских районов области. В помещениях домов восстановлены подлинные интерьеры, наполненные предметами крестьянского быта.",7,,44.010644,56.274018,10.0,ARCHITECTURE
171,Мозаика «Мама и я»,"г. Нижний Новгород, ул. Заломова, д.13",Авторы мозаики — Ким Шихов и Дмитрий Арсенин. Была создана в 1965 году. Входит в реестр произведений советского монументально-декоративного искусства Нижегородской области,10,,43.982379,56.319429,5.0,URBAN_ART
73,Театр «Комедiя»,"Нижний Новгород, Грузинская улица, 23","Один из самых интересных и популярных театров Нижнего Новгорода, который был основан в 1947 году актерами Анатолием Любанским и его женой Юлией Даминской. В театре играла и дочь Даминской Александра Добкевич. Располагается он в исторической части города на улице Грузинская, дом 23. Являясь репертуарным театром, нижегородская «Комедiя» регулярно участвует в проведении социально-значимых городских мероприятий для самых разных слоев населения, что формирует ее восприятие как центр художественного, духовного просветительства и популярное место отдыха, что также позволяет расширить зрительскую аудиторию, постоянно стимулируя ее интерес к театру.",8,,44.002269,56.320391,5.0,ARCHITECTURE
77,Независимый театр «На счастливой»,"Нижний Новгород, улица Дьяконова, 1Е","Театр на Счастливой — первый независимый театр в Автозаводском районе Нижнего Новгорода, образованный в 2008 году. У истоков стояли супруги Эдуард Казаков и Елена Пеганова. Первоначально назывался «Новая сказка». Располагается по адресу Дьяконова, дом 1E.
<br>Основное амплуа учреждения — социально адаптированные сказки для детей. Выбранный жанр позволяет ставить спектакли на разных площадках, в то числе и на выездных. Артисты работают с куклами, «живым планом», иногда объединяют их вместе.
<br>Чуть позже в репертуаре появились спектакли для взрослой публики. Тогда-то «Новая сказка» превратилась в Театр на Счастливой. Если спектакли для малышей носят познавательный характер, знакомят зрителей с правилами этикета и поведения, то представления для взрослых больше похожи на театр-терапию. Зритель словно встречается со старым другом, освобождается от эмоций и расслабляется. <br>",8,,43.868973,56.259397,5.0,ARCHITECTURE
78,Филармония имени М. Ростроповича,"Нижний Новгород, Кремль, 2","Нижегородская государственная академическая филармония имени М. Ростроповича - одна из старейших концертных организаций, основанная в 1937 году. Нижегородская государственная академическая филармония
<br>имени М.Л. Ростроповича и сегодня остается главным организатором симфонических, камерных, органных, детских и литературных концертов, а ее Кремлевский концертный зал — центральной концертной площадкой города, где демонстрируют свое мастерство лучшие российские и зарубежные исполнители, проходят уникальные международные фестивали, звучат высочайшие произведения музыкальной классики и интересные премьеры. Располагается по адресу Кремль, корпус 2.
<br>В 1997 году Нижегородской филармонии — первой из нестоличных концертных организаций России — присвоено почетное звание «академическая». Она является победителем конкурсов «Окно в Россию». В 2004 году Нижегородской филармонии присвоено имя М.Л. Ростроповича. <br>",8,,44.000178,56.32816,10.0,ARCHITECTURE
176,Мозаика «Все на защиту Родины»,"г. Нижний Новгород, станция метро «Комсомольская»",Автор мозаики — Ким Шихов. Была создана в 1987 году. Входит в реестр произведений советского монументально-декоративного искусства Нижегородской области.,10,,43.889066,56.252239,5.0,URBAN_ART
167,Мозаика «Вручение переходящего знамени ЦК КПСС»,"г. Нижний Новгород, пр. Ленина, ост. Главная проходная",Авторы мозаики — Ирина и Владимир Каленские. Была создана в 1971 году. Входит в реестр произведений советского монументально-декоративного искусства Нижегородской области,10,,43.88106,56.248436,5.0,URBAN_ART
178,Мозаика «История России»,"г. Нижний Новгород, станция метро «Московская»",Авторы мозаики — Петр и Людмила Шорчевы. Была создана в 1985 году. Входит в реестр произведений советского монументально-декоративного искусства Нижегородской области,10,,43.94545,56.321257,5.0,URBAN_ART
187,Мозаика «Баррикады»,"г. Нижний Новгород, ул. Кораблестроителей, д.3",Авторы мозаики — Ким Шихов и Юрий Приданов. Была создана в 1972-1973 годах. Входит в реестр произведений советского монументально-декоративного искусства Нижегородской области,10,,43.823251,56.365284,5.0,URBAN_ART
174,Мозаика «Созидать»,"г. Нижний Новгород, ул Порт-Артурская, д.12",Автор мозаики неизвестен. Была создана в 1970-е годы. Входит в реестр произведений советского монументально-декоративного искусства Нижегородской области,10,,43.912625,56.294371,5.0,URBAN_ART
154,Мозаика «Букет»,"г. Нижний Новгород, Молодёжный проспект, станция метро «Парк культуры»",Автор мозаики — Олег Осин. Была создана в 1989 году. Входит в реестр произведений советского монументально-декоративного искусства Нижегородской области.,10,,43.859687,56.241768,5.0,URBAN_ART
184,Витраж «Достижения СССР»,"г. Нижний Новгород, станция метро «Ленинская»",Автор мозаики — Павел Шиндяйкин. Была создана в 1985 году. Входит в реестр произведений советского монументально-декоративного искусства Нижегородской области.,10,,43.938526,56.300073,5.0,URBAN_ART
